其他法令規定或經主管機關認定者,投標廠商如為本公司依採購法第101條第1項規定通知後，於程序進行中，尚未依採購法第102條第3項規定刊登政府採購公報之廠商，不得參加投標或作為決標對象。,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
附加說明,"【規格洽詢單位】陳亭君 小姐 電話：(02)23931261-5483。
【注意事項】：
1.公告期間請已領標廠商定期上網注意，本公司針對本案招標文件是否有變更或補充。
2.廠商如對招標文件內容有疑義者，應以書面向本公司請求釋疑之期限：自公告日起等標期之四分之一，其尾數不足1日者，以1日計；對廠商疑義之處理結果，如有變更或補充招標文件內容者，廠商就變更內容請求釋疑之期限，自更正公告刊登日起算至更正公告後剩餘等標期之四分之一日。
3.其餘未盡事宜詳本案招標文件。
4.電子領標廠商之投標封附上該標案之領標電子憑據書面明細，或於開標後依本公司通知再行提出。(不同投標廠商參與投標，不得自同一電腦、資訊器材或同一網路位址（IP）電子領標或投標，如有自同一電腦、資訊器材或同一網址電子領標或投標情形，本公司得依採購法第50條第1項各款之規定及行為事實，判斷認定是否有各該款情形後處理。)","【規格洽詢單位】陳亭君 小姐 電話：(02)23931261-5483。
【注意事項】：
1.公告期間請已領標廠商定期上網注意，本公司針對本案招標文件是否有變更或補充。
2.廠商如對招標文件內容有疑義者，應以書面向本公司請求釋疑之期限：自公告日起等標期之四分之一，其尾數不足1日者，以1日計；對廠商疑義之處理結果，如有變更或補充招標文件內容者，廠商就變更內容請求釋疑之期限，自更正公告刊登日起算至更正公告後剩餘等標期之四分之一日。
3.其餘未盡事宜詳本案招標文件。
4.電子領標廠商之投標封附上該標案之領標電子憑據書面明細，或於開標後依本公司通知再行提出。(不同投標廠商參與投標，不得自同一電腦、資訊器材或同一網路位址（IP）電子領標或投標，如有自同一電腦、資訊器材或同一網址電子領標或投標情形，本公司得依採購法第50條第1項各款之規定及行為事實，判斷認定是否有各該款情形後處理。)",,,,,,,,,,,,,
"【規格洽詢單位】陳亭君 小姐 電話：(02)23931261-5483。
【注意事項】：
1.公告期間請已領標廠商定期上網注意，本公司針對本案招標文件是否有變更或補充。
2.廠商如對招標文件內容有疑義者，應以書面向本公司請求釋疑之期限：自公告日起等標期之四分之一，其尾數不足1日者，以1日計；對廠商疑義之處理結果，如有變更或補充招標文件內容者，廠商就變更內容請求釋疑之期限，自更正公告刊登日起算至更正公告後剩餘等標期之四分之一日。
3.其餘未盡事宜詳本案招標文件。
4.電子領標廠商之投標封附上該標案之領標電子憑據書面明細，或於開標後依本公司通知再行提出。(不同投標廠商參與投標，不得自同一電腦、資訊器材或同一網路位址（IP）電子領標或投標，如有自同一電腦、資訊器材或同一網址電子領標或投標情形，本公司得依採購法第50條第1項各款之規定及行為事實，判斷認定是否有各該款情形後處理。)",,,,,,,,,,,,,,,
是否刊登英文公告,否,,,,,,,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位中華郵政股份有限公司申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
部會署-交通部採購稽核小組-(地址：540南投縣南投市省府路6號、電話：049-2370030、傳真：049-2391517)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,中華郵政股份有限公司,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
部會署-交通部採購稽核小組-(地址：540南投縣南投市省府路6號、電話：049-2370030、傳真：049-2391517)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,
疑義、異議受理單位,中華郵政股份有限公司,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
部會署-交通部採購稽核小組-(地址：540南投縣南投市省府路6號、電話：049-2370030、傳真：049-2391517)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
資格項目,附加說明,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近3年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等。由票據交換所或受理查詢金融機構出具之票據信用查覆單，應加蓋查覆單位圖章，始可作為證明之文件(如利用政府採購網線上申請下載之票據信用資料，得免查覆單位圖章)。如有退票但已辦妥清償註記者，視同無退票紀錄。,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,投標廠商如為本公司依採購法第101條第1項規定通知後，於程序進行中，尚未依採購法第102條第3項規定刊登政府採購公報之廠商，不得參加投標或作為決標對象。,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
"【規格洽詢單位】陳亭君 小姐 電話：(02)23931261-5483。
【注意事項】：
1.公告期間請已領標廠商定期上網注意，本公司針對本案招標文件是否有變更或補充。
2.廠商如對招標文件內容有疑義者，應以書面向本公司請求釋疑之期限：自公告日起等標期之四分之一，其尾數不足1日者，以1日計；對廠商疑義之處理結果，如有變更或補充招標文件內容者，廠商就變更內容請求釋疑之期限，自更正公告刊登日起算至更正公告後剩餘等標期之四分之一日。
3.其餘未盡事宜詳本案招標文件。
4.電子領標廠商之投標封附上該標案之領標電子憑據書面明細，或於開標後依本公司通知再行提出。(不同投標廠商參與投標，不得自同一電腦、資訊器材或同一網路位址（IP）電子領標或投標，如有自同一電腦、資訊器材或同一網址電子領標或投標情形，本公司得依採購法第50條第1項各款之規定及行為事實，判斷認定是否有各該款情形後處理。)",,,,,,,,,,,,,,,
疑義、異議受理單位,中華郵政股份有限公司,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"臺北市調查處-(地址：106臺北市大安區基隆路二段176號;臺北市郵政60000號信箱、電話：02-27328888)
部會署-交通部採購稽核小組-(地址：540南投縣南投市省府路6號、電話：049-2370030、傳真：049-2391517)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
