身心障礙福利機構團體或庇護工場生產物品及服務,項目 :分類 :,,,,,,,,,,,,,,
履約地點,臺中市(非原住民地區),,,,,,,,,,,,,,
履約期限,決標日起至114年5月31日止,,,,,,,,,,,,,,
是否刊登公報,是,,,,,,,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款履約時間短,,,,,,,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅除上述外之其他資格營業項目為「顧問服務業、研究發展服務業、環保服務業」登記代碼「I1、IG、J1」之公司或行號,,,,,,,,,,,,,,
是否訂有與履約能力有關之基本資格,是廠商應附具之基本資格證明文件或物品：【須於招標文件載明者為限】資格項目附加說明廠商具有如期履約能力之證明歷年曾經執行相關計畫並如期驗收付款之相關證明文件(如勞務驗收證明書影本)廠商信用之證明非拒絕往來戶及最近3年內無退票紀錄之票據交換所或受理查詢之金融機構出具之信用證明文件，並符合投標須知規定廠商具有製造、供應或承做能力之證明廠商或其受雇人、從業人員具有專門技能之證明廠商具有維修、維護或售後服務能力之證明其他法令規定或經主管機關認定者,資格項目,附加說明,廠商具有如期履約能力之證明,歷年曾經執行相關計畫並如期驗收付款之相關證明文件(如勞務驗收證明書影本),廠商信用之證明,非拒絕往來戶及最近3年內無退票紀錄之票據交換所或受理查詢之金融機構出具之信用證明文件，並符合投標須知規定,廠商具有製造、供應或承做能力之證明,,廠商或其受雇人、從業人員具有專門技能之證明,,廠商具有維修、維護或售後服務能力之證明,,其他法令規定或經主管機關認定者,
資格項目,附加說明,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,歷年曾經執行相關計畫並如期驗收付款之相關證明文件(如勞務驗收證明書影本),,,,,,,,,,,,,,
廠商信用之證明,非拒絕往來戶及最近3年內無退票紀錄之票據交換所或受理查詢之金融機構出具之信用證明文件，並符合投標須知規定,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
附加說明,"（一）得標廠商請自行上網或至臺中市政府地方稅務局或其所屬分局，依據性質開立印花稅大額憑證繳款書，並繳納之；該局免費服務電話為0800-086969。
（二）廠商標價超過預算者為不合格標，不予減價機會。","（一）得標廠商請自行上網或至臺中市政府地方稅務局或其所屬分局，依據性質開立印花稅大額憑證繳款書，並繳納之；該局免費服務電話為0800-086969。
（二）廠商標價超過預算者為不合格標，不予減價機會。",,,,,,,,,,,,,
"（一）得標廠商請自行上網或至臺中市政府地方稅務局或其所屬分局，依據性質開立印花稅大額憑證繳款書，並繳納之；該局免費服務電話為0800-086969。
（二）廠商標價超過預算者為不合格標，不予減價機會。",,,,,,,,,,,,,,,
是否刊登英文公告,是,,,,,,,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位臺中市政府環境保護局申訴受理單位臺中市政府採購申訴審議委員會-(地址：407臺中市西屯區臺灣大道3段99號文心樓10樓、電話：04-22289111分機23600、傳真：04-22542611)檢舉受理單位地方政府-臺中市政府採購稽核小組-(地址：407臺中市西屯區臺灣大道三段99號(文心樓9樓)、電話：04-22177360、傳真：04-22202876)
臺中市調查處-(地址：403臺中市西區英才路525號;臺中市郵政60000號信箱、電話：04-23038888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,臺中市政府環境保護局,,申訴受理單位,臺中市政府採購申訴審議委員會-(地址：407臺中市西屯區臺灣大道3段99號文心樓10樓、電話：04-22289111分機23600、傳真：04-22542611),,檢舉受理單位,"地方政府-臺中市政府採購稽核小組-(地址：407臺中市西屯區臺灣大道三段99號(文心樓9樓)、電話：04-22177360、傳真：04-22202876)
臺中市調查處-(地址：403臺中市西區英才路525號;臺中市郵政60000號信箱、電話：04-23038888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,
疑義、異議受理單位,臺中市政府環境保護局,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,臺中市政府採購申訴審議委員會-(地址：407臺中市西屯區臺灣大道3段99號文心樓10樓、電話：04-22289111分機23600、傳真：04-22542611),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"地方政府-臺中市政府採購稽核小組-(地址：407臺中市西屯區臺灣大道三段99號(文心樓9樓)、電話：04-22177360、傳真：04-22202876)
臺中市調查處-(地址：403臺中市西區英才路525號;臺中市郵政60000號信箱、電話：04-23038888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
資格項目,附加說明,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,歷年曾經執行相關計畫並如期驗收付款之相關證明文件(如勞務驗收證明書影本),,,,,,,,,,,,,,
廠商信用之證明,非拒絕往來戶及最近3年內無退票紀錄之票據交換所或受理查詢之金融機構出具之信用證明文件，並符合投標須知規定,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
"（一）得標廠商請自行上網或至臺中市政府地方稅務局或其所屬分局，依據性質開立印花稅大額憑證繳款書，並繳納之；該局免費服務電話為0800-086969。
（二）廠商標價超過預算者為不合格標，不予減價機會。",,,,,,,,,,,,,,,
疑義、異議受理單位,臺中市政府環境保護局,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,臺中市政府採購申訴審議委員會-(地址：407臺中市西屯區臺灣大道3段99號文心樓10樓、電話：04-22289111分機23600、傳真：04-22542611),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"地方政府-臺中市政府採購稽核小組-(地址：407臺中市西屯區臺灣大道三段99號(文心樓9樓)、電話：04-22177360、傳真：04-22202876)
臺中市調查處-(地址：403臺中市西區英才路525號;臺中市郵政60000號信箱、電話：04-23038888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
