履約地點,宜蘭縣(非原住民地區),,,,,,,,,,,,,,
履約期限,113/05/30,,,,,,,,,,,,,,
是否刊登公報,是,,,,,,,,,,,,,,
本案採購契約是否採用主管機關訂定之範本,是,,,,,,,,,,,,,,
契約是否訂有依物價指數調整價金規定,否，招標文件未訂物價指數調整條款無預算,,,,,,,,,,,,,,
廠商資格摘要,廠商登記或設立之證明投標廠商之基本資格須符合以下任一資格：具公司登記具商業登記廠商納稅之證明。如營業稅或所得稅,,,,,,,,,,,,,,
是否訂有與履約能力有關之基本資格,是廠商應附具之基本資格證明文件或物品：【須於招標文件載明者為限】資格項目附加說明廠商具有製造、供應或承做能力之證明如曾完成與招標標的類似之製造、供應或承做之文件、招標文件規定之樣品、現有或得標後之可取得履約所需設備、技術、財力、人力或場所之說明或品質管制能力文件等廠商具有如期履約能力之證明訖投標日止正履行中之所有契約尚未完成部分之總量說明、此等契約有逾期履約情形者之清單、逾期情形及逾期責任之說明、律師所出具之訖投標日止廠商涉及賠償責任之訴訟中案件之清單及說明或廠商如得標則是否確可如期履約及如何能如期履約之說明等廠商信用之證明如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等廠商或其受雇人、從業人員具有專門技能之證明廠商具有維修、維護或售後服務能力之證明其他法令規定或經主管機關認定者,資格項目,附加說明,廠商具有製造、供應或承做能力之證明,如曾完成與招標標的類似之製造、供應或承做之文件、招標文件規定之樣品、現有或得標後之可取得履約所需設備、技術、財力、人力或場所之說明或品質管制能力文件等,廠商具有如期履約能力之證明,訖投標日止正履行中之所有契約尚未完成部分之總量說明、此等契約有逾期履約情形者之清單、逾期情形及逾期責任之說明、律師所出具之訖投標日止廠商涉及賠償責任之訴訟中案件之清單及說明或廠商如得標則是否確可如期履約及如何能如期履約之說明等,廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,廠商或其受雇人、從業人員具有專門技能之證明,,廠商具有維修、維護或售後服務能力之證明,,其他法令規定或經主管機關認定者,
資格項目,附加說明,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,如曾完成與招標標的類似之製造、供應或承做之文件、招標文件規定之樣品、現有或得標後之可取得履約所需設備、技術、財力、人力或場所之說明或品質管制能力文件等,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,訖投標日止正履行中之所有契約尚未完成部分之總量說明、此等契約有逾期履約情形者之清單、逾期情形及逾期責任之說明、律師所出具之訖投標日止廠商涉及賠償責任之訴訟中案件之清單及說明或廠商如得標則是否確可如期履約及如何能如期履約之說明等,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
附加說明,未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,,,,,
未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,,,,,,,
是否刊登英文公告,否,,,,,,,,,,,,,,
疑義、異議、申訴及檢舉受理單位,"疑義、異議受理單位聖母醫護管理專科學校申訴受理單位行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514)檢舉受理單位地方政府-宜蘭縣政府採購稽核小組-(地址：260宜蘭縣宜蘭市縣政北路1號、電話：03-9251000分機1020、傳真：03-9255039)
宜蘭縣調查站-(地址：260宜蘭縣宜蘭市津梅路52號;宜蘭郵政60000號信箱、電話：03-9288888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",疑義、異議受理單位,聖母醫護管理專科學校,,申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,檢舉受理單位,"地方政府-宜蘭縣政府採購稽核小組-(地址：260宜蘭縣宜蘭市縣政北路1號、電話：03-9251000分機1020、傳真：03-9255039)
宜蘭縣調查站-(地址：260宜蘭縣宜蘭市津梅路52號;宜蘭郵政60000號信箱、電話：03-9288888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,
疑義、異議受理單位,聖母醫護管理專科學校,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"地方政府-宜蘭縣政府採購稽核小組-(地址：260宜蘭縣宜蘭市縣政北路1號、電話：03-9251000分機1020、傳真：03-9255039)
宜蘭縣調查站-(地址：260宜蘭縣宜蘭市津梅路52號;宜蘭郵政60000號信箱、電話：03-9288888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
資格項目,附加說明,,,,,,,,,,,,,,
廠商具有製造、供應或承做能力之證明,如曾完成與招標標的類似之製造、供應或承做之文件、招標文件規定之樣品、現有或得標後之可取得履約所需設備、技術、財力、人力或場所之說明或品質管制能力文件等,,,,,,,,,,,,,,
廠商具有如期履約能力之證明,訖投標日止正履行中之所有契約尚未完成部分之總量說明、此等契約有逾期履約情形者之清單、逾期情形及逾期責任之說明、律師所出具之訖投標日止廠商涉及賠償責任之訴訟中案件之清單及說明或廠商如得標則是否確可如期履約及如何能如期履約之說明等,,,,,,,,,,,,,,
廠商信用之證明,如票據交換機構或受理查詢之金融機構於截止投標日之前半年內所出具之非拒絕往來戶及最近三年內無退票紀錄證明、會計師簽證之財務報表或金融機構或徵信機構出具之信用證明等,,,,,,,,,,,,,,
廠商或其受雇人、從業人員具有專門技能之證明,,,,,,,,,,,,,,,
廠商具有維修、維護或售後服務能力之證明,,,,,,,,,,,,,,,
其他法令規定或經主管機關認定者,,,,,,,,,,,,,,,
未達公告金額之採購，爭議屬政府採購法第31條規定不予發還或追繳押標金之爭議，始得提出申訴。,,,,,,,,,,,,,,,
疑義、異議受理單位,聖母醫護管理專科學校,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
申訴受理單位,行政院公共工程委員會採購申訴審議委員會-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897530、傳真：02-87897514),,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
檢舉受理單位,"地方政府-宜蘭縣政府採購稽核小組-(地址：260宜蘭縣宜蘭市縣政北路1號、電話：03-9251000分機1020、傳真：03-9255039)
宜蘭縣調查站-(地址：260宜蘭縣宜蘭市津梅路52號;宜蘭郵政60000號信箱、電話：03-9288888)
法務部調查局-(地址：231新北市新店區中華路74號;新店郵政60000號信箱、電話：02-29177777、傳真：02-29188888)
法務部廉政署-(地址：100臺北市中正區博愛路166號;100006國史館郵局第153號信箱、電話：0800286586、傳真：02-23811234)
中央採購稽核小組-(地址：110臺北市信義區松仁路3號9樓、電話：02-87897548、傳真：02-87897554)",,,,,,,,,,,,,,
